#TYPE System.Management.Automation.PSCustomObject
"DisplayName","InstallLocation","InstallSource","LocalPackage","PsPath","InstallPropertiesPsPath","Patches","PatchPSPath"
"Microsoft Office OSM UX MUI (French) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-00E2-040C-0000-0000000FF1CE}-C\","C:\Windows\Installer\7bb1711.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051092E00C0400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051092E00C0400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051092E00C0400000000000F01FEC\Patches"
"Microsoft InfoPath MUI (Italian) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0044-0410-0000-0000000FF1CE}-C\","C:\Windows\Installer\79e2fac.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109440001400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109440001400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109440001400000000000F01FEC\Patches"
"Microsoft InfoPath MUI (Czech) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0044-0405-0000-0000000FF1CE}-C\","C:\Windows\Installer\890725ad.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109440050400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109440050400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109440050400000000000F01FEC\Patches"
"Microsoft InfoPath MUI (German) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0044-0407-0000-0000000FF1CE}-C\","C:\Windows\Installer\89072534.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109440070400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109440070400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109440070400000000000F01FEC\Patches"
"Microsoft InfoPath MUI (Spanish) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0044-0C0A-0000-0000000FF1CE}-C\","C:\Windows\Installer\7bb1735.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051094400A0C00000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051094400A0C00000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051094400A0C00000000000F01FEC\Patches"
"Microsoft Access MUI (Italian) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0015-0410-0000-0000000FF1CE}-C\","C:\Windows\Installer\79e2fa7.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109510001400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109510001400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109510001400000000000F01FEC\Patches"
"Microsoft Access MUI (Czech) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0015-0405-0000-0000000FF1CE}-C\","C:\Windows\Installer\890725a8.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109510050400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109510050400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109510050400000000000F01FEC\Patches"
"Microsoft Access MUI (German) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0015-0407-0000-0000000FF1CE}-C\","C:\Windows\Installer\89072539.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109510070400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109510070400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109510070400000000000F01FEC\Patches"
"Microsoft Access MUI (Spanish) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0015-0C0A-0000-0000000FF1CE}-C\","C:\Windows\Installer\7bb1730.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051095100A0C00000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051095100A0C00000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051095100A0C00000000000F01FEC\Patches"
"Microsoft Office Shared Setup Metadata MUI (English) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0115-0409-0000-0000000FF1CE}-C\","C:\Windows\Installer\793a8e9.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109511090400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109511090400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109511090400000000000F01FEC\Patches"
"Microsoft Excel MUI (Italian) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0016-0410-0000-0000000FF1CE}-C\","C:\Windows\Installer\79e2fb6.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109610001400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109610001400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109610001400000000000F01FEC\Patches"
"Microsoft Excel MUI (Czech) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0016-0405-0000-0000000FF1CE}-C\","C:\Windows\Installer\890725c6.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109610050400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109610050400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109610050400000000000F01FEC\Patches"
"Microsoft Excel MUI (German) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0016-0407-0000-0000000FF1CE}-C\","C:\Windows\Installer\89072559.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109610070400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109610070400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109610070400000000000F01FEC\Patches"
"Microsoft Excel MUI (English) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0016-0409-0000-0000000FF1CE}-C\","C:\Windows\Installer\793a8b2.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109610090400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109610090400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109610090400000000000F01FEC\Patches"
"Microsoft Excel MUI (Spanish) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0016-0C0A-0000-0000000FF1CE}-C\","C:\Windows\Installer\7bb1752.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051096100A0C00000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051096100A0C00000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051096100A0C00000000000F01FEC\Patches"
"Microsoft Excel MUI (French) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0016-040C-0000-0000000FF1CE}-C\","C:\Windows\Installer\7bb16b2.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051096100C0400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051096100C0400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051096100C0400000000000F01FEC\Patches"
"Microsoft Office Shared 64-bit Setup Metadata MUI (English) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0116-0409-1000-0000000FF1CE}-C\","C:\Windows\Installer\793a8a5.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109611090400100000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109611090400100000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109611090400100000000F01FEC\Patches"
"Microsoft SharePoint Designer MUI (Italian) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0017-0410-0000-0000000FF1CE}-C\","C:\Windows\Installer\79e3016.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109710001400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109710001400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109710001400000000000F01FEC\Patches"
"Microsoft SharePoint Designer MUI (Czech) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0017-0405-0000-0000000FF1CE}-C\","C:\Windows\Installer\89072607.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109710050400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109710050400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109710050400000000000F01FEC\Patches"
"Microsoft SharePoint Designer MUI (German) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0017-0407-0000-0000000FF1CE}-C\","C:\Windows\Installer\89072579.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109710070400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109710070400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109710070400000000000F01FEC\Patches"
"Microsoft SharePoint Designer MUI (Spanish) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0017-0C0A-0000-0000000FF1CE}-C\","C:\Windows\Installer\7bb179c.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051097100A0C00000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051097100A0C00000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051097100A0C00000000000F01FEC\Patches"
"Microsoft PowerPoint MUI (Italian) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0018-0410-0000-0000000FF1CE}-C\","C:\Windows\Installer\79e3011.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109810001400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109810001400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109810001400000000000F01FEC\Patches"
"Microsoft PowerPoint MUI (Czech) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0018-0405-0000-0000000FF1CE}-C\","C:\Windows\Installer\89072602.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109810050400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109810050400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109810050400000000000F01FEC\Patches"
"Microsoft PowerPoint MUI (German) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0018-0407-0000-0000000FF1CE}-C\","C:\Windows\Installer\8907258c.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109810070400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109810070400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109810070400000000000F01FEC\Patches"
"Microsoft PowerPoint MUI (English) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0018-0409-0000-0000000FF1CE}-C\","C:\Windows\Installer\793a8f8.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109810090400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109810090400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109810090400000000000F01FEC\Patches"
"Microsoft PowerPoint MUI (Spanish) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0018-0C0A-0000-0000000FF1CE}-C\","C:\Windows\Installer\7bb1796.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051098100A0C00000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051098100A0C00000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051098100A0C00000000000F01FEC\Patches"
"Microsoft PowerPoint MUI (French) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0018-040C-0000-0000000FF1CE}-C\","C:\Windows\Installer\7bb16a9.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051098100C0400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051098100C0400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051098100C0400000000000F01FEC\Patches"
"Microsoft Publisher MUI (Italian) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0019-0410-0000-0000000FF1CE}-C\","C:\Windows\Installer\79e2fdf.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109910001400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109910001400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109910001400000000000F01FEC\Patches"
"Microsoft Publisher MUI (Czech) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0019-0405-0000-0000000FF1CE}-C\","C:\Windows\Installer\890725b9.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109910050400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109910050400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109910050400000000000F01FEC\Patches"
"Microsoft Publisher MUI (German) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0019-0407-0000-0000000FF1CE}-C\","C:\Windows\Installer\8907254d.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109910070400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109910070400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109910070400000000000F01FEC\Patches"
"Microsoft Publisher MUI (English) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0019-0409-0000-0000000FF1CE}-C\","C:\Windows\Installer\793a8ee.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109910090400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109910090400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\00005109910090400000000000F01FEC\Patches"
"Microsoft Publisher MUI (Spanish) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0019-0C0A-0000-0000000FF1CE}-C\","C:\Windows\Installer\7bb1746.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051099100A0C00000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051099100A0C00000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051099100A0C00000000000F01FEC\Patches"
"Microsoft Publisher MUI (French) 2013","C:\Program Files (x86)\Microsoft Office\","C:\MSOCache\All Users\{90150000-0019-040C-0000-0000000FF1CE}-C\","C:\Windows\Installer\7bb16ec.msi","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051099100C0400000000000F01FEC","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051099100C0400000000000F01FEC\InstallProperties","System.String[]","Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\000051099100C0400000000000F01FEC\Patches"
